,length,condition,lat,lon,intersection,model_type,id,road,name
0,4,,23.7060278,90.443333,,sourcesink,10000,N1,
1,1800,NaN,23.70238323,90.45109704,0,link,10001,N1,
2,11.3,A,23.69873866,90.45886108,,bridge,10002,N1,
3,3125,NaN,23.69670125,90.473318,0,link,10003,N1,
4,6.6,A,23.69466384,90.48777492,,bridge,10004,N1,
5,3838,NaN,23.70037357,90.50465101,0,link,10005,N1,
6,4,,23.7060833,90.5215271,N2,intersection,10006,N1,
7,213,NaN,23.7055716,90.52237062,0,link,10007,N1,
8,394.23,A,23.70505989,90.52321415,,bridge,10008,N1,
9,1567,NaN,23.70072999,90.52915656,0,link,10009,N1,
10,8,B,23.69640009,90.53509898,,bridge,10010,N1,
11,337,NaN,23.69539535,90.53633653,0,link,10011,N1,
12,6.3,A,23.69439061,90.53757408,,bridge,10012,N1,
13,17,NaN,23.6943465,90.53764072,0,link,10013,N1,
14,6.3,A,23.69430239,90.53770737,,bridge,10014,N1,
15,399,NaN,23.69333127,90.53931288,0,link,10015,N1,
16,8.3,A,23.69236015,90.54091839,,bridge,10016,N1,
17,512,NaN,23.69163604,90.54319044,0,link,10017,N1,
18,10.6,B,23.69091193,90.5454625,,bridge,10018,N1,
19,128,NaN,23.69066412,90.54602275,0,link,10019,N1,
20,4,,23.6904163,90.546583,N105,intersection,10020,N1,
21,303,NaN,23.68941431,90.54757076,0,link,10021,N1,
22,9.3,A,23.68841233,90.54855853,,bridge,10022,N1,
23,14,NaN,23.68836603,90.54860417,0,link,10023,N1,
24,6.1,A,23.68831973,90.54864981,,bridge,10024,N1,
25,407,NaN,23.68695138,90.54992889,0,link,10025,N1,
26,27.5,A,23.68558303,90.55120798,,bridge,10026,N1,
27,28,NaN,23.6854725,90.55128358,0,link,10027,N1,
28,27.5,A,23.68536198,90.55135918,,bridge,10028,N1,
29,886,NaN,23.68158274,90.55358931,0,link,10029,N1,
30,11.9,A,23.6778035,90.55581943,,bridge,10030,N1,
31,1891,NaN,23.67055628,90.55983821,0,link,10031,N1,
32,5.55,B,23.66330907,90.56385699,,bridge,10032,N1,
33,1669,NaN,23.65886739,90.57029361,0,link,10033,N1,
34,159.52,C,23.65442571,90.57673023,,bridge,10034,N1,
35,88,NaN,23.65419898,90.57707032,0,link,10035,N1,
36,20.45,A,23.65397226,90.57741042,,bridge,10036,N1,
37,0,NaN,23.65397226,90.57741042,0,link,10037,N1,
38,20.5,A,23.65397226,90.57741042,,bridge,10038,N1,
39,500,NaN,23.65277141,90.57945241,0,link,10039,N1,
40,20,B,23.65157057,90.58149439,,bridge,10040,N1,
41,371,NaN,23.65066248,90.5830217,0,link,10041,N1,
42,25.5,A,23.6497544,90.58454901,,bridge,10042,N1,
43,0,NaN,23.6497544,90.58454901,0,link,10043,N1,
44,25.5,B,23.6497544,90.58454901,,bridge,10044,N1,
45,649,NaN,23.6478615,90.58688049,0,link,10045,N1,
46,40.5,C,23.64596859,90.58921198,,bridge,10046,N1,
47,0,NaN,23.64596859,90.58921198,0,link,10047,N1,
48,40.33,B,23.64596859,90.58921198,,bridge,10048,N1,
49,1018,NaN,23.64196148,90.59143969,0,link,10049,N1,
50,6,A,23.63795437,90.5936674,,bridge,10050,N1,
51,637,NaN,23.6358798,90.59553074,0,link,10051,N1,
52,10.4,B,23.63380522,90.59739409,,bridge,10052,N1,
53,787,NaN,23.63113604,90.59984783,0,link,10053,N1,
54,89.75,A,23.62846685,90.60230157,,bridge,10054,N1,
55,0,NaN,23.62846685,90.60230157,0,link,10055,N1,
56,86.92,A,23.62846685,90.60230157,,bridge,10056,N1,
57,1144,NaN,23.62417504,90.60532723,0,link,10057,N1,
58,5.5,B,23.61988322,90.60835289,,bridge,10058,N1,
59,268,NaN,23.61876201,90.60895175,0,link,10059,N1,
60,224.82,B,23.6176408,90.60955061,,bridge,10060,N1,
61,0,NaN,23.6176408,90.60955061,0,link,10061,N1,
62,224.8,A,23.6176408,90.60955061,,bridge,10062,N1,
63,485,NaN,23.61561409,90.61022678,0,link,10063,N1,
64,119.32,A,23.61358738,90.61090296,,bridge,10064,N1,
65,0,NaN,23.61358738,90.61090296,0,link,10065,N1,
66,119.48,A,23.61358738,90.61090296,,bridge,10066,N1,
67,1312,NaN,23.60817349,90.61321733,0,link,10067,N1,
68,924.85,A,23.60275959,90.6155317,,bridge,10068,N1,
69,1722,NaN,23.59787074,90.62175082,0,link,10069,N1,
70,5.6,A,23.59298188,90.62796994,,bridge,10070,N1,
71,337,NaN,23.59189537,90.6291034,0,link,10071,N1,
72,5.5,A,23.59080885,90.63023686,,bridge,10072,N1,
73,668,NaN,23.58856349,90.63237314,0,link,10073,N1,
74,5.6,A,23.58631812,90.63450942,,bridge,10074,N1,
75,1195,NaN,23.58214907,90.63821436,0,link,10075,N1,
76,172.1,A,23.57798002,90.64191931,,bridge,10076,N1,
77,0,NaN,23.57798002,90.64191931,0,link,10077,N1,
78,173.25,A,23.57798002,90.64191931,,bridge,10078,N1,
79,823,NaN,23.57480533,90.64366762,0,link,10079,N1,
80,29.85,A,23.57163063,90.64541592,,bridge,10080,N1,
81,0,NaN,23.57163063,90.64541592,0,link,10081,N1,
82,29.77,A,23.57163063,90.64541592,,bridge,10082,N1,
83,704,NaN,23.56881701,90.64701982,0,link,10083,N1,
84,34.7,A,23.5660034,90.64862372,,bridge,10084,N1,
85,1066,NaN,23.56259721,90.65218565,0,link,10085,N1,
86,27.4,A,23.55919103,90.65574757,,bridge,10086,N1,
87,564,NaN,23.55744966,90.6577445,0,link,10087,N1,
88,29.85,A,23.55570829,90.65974142,,bridge,10088,N1,
89,0,NaN,23.55570829,90.65974142,0,link,10089,N1,
90,29.83,A,23.55570829,90.65974142,,bridge,10090,N1,
91,649,NaN,23.55372524,90.66204765,0,link,10091,N1,
92,29.87,A,23.55174219,90.66435388,,bridge,10092,N1,
93,0,NaN,23.55174219,90.66435388,0,link,10093,N1,
94,29.9,A,23.55174219,90.66435388,,bridge,10094,N1,
95,656,NaN,23.54973997,90.66670464,0,link,10095,N1,
96,9.1,A,23.54773774,90.66905541,,bridge,10096,N1,
97,19,NaN,23.54768119,90.66912374,0,link,10097,N1,
98,5.2,A,23.54762464,90.66919207,,bridge,10098,N1,
99,795,NaN,23.54515504,90.67201064,0,link,10099,N1,
100,72.49,A,23.54268543,90.67482921,,bridge,10100,N1,
101,0,NaN,23.54268543,90.67482921,0,link,10101,N1,
102,59.83,A,23.54268543,90.67482921,,bridge,10102,N1,
103,520,NaN,23.54103822,90.6766435,0,link,10103,N1,
104,5.1,C,23.53939102,90.67845779,,bridge,10104,N1,
105,1070,NaN,23.5360831,90.68216395,0,link,10105,N1,
106,9.5,A,23.53277519,90.68587011,,bridge,10106,N1,
107,227,NaN,23.53208743,90.68665952,0,link,10107,N1,
108,25.45,A,23.53139966,90.68744893,,bridge,10108,N1,
109,0,NaN,23.53139966,90.68744893,0,link,10109,N1,
110,25.45,A,23.53139966,90.68744893,,bridge,10110,N1,
111,299,NaN,23.53077581,90.68862205,0,link,10111,N1,
112,8.4,A,23.53015196,90.68979518,,bridge,10112,N1,
113,1303,NaN,23.53026822,90.69611773,0,link,10113,N1,
114,1408.8,A,23.53038447,90.70244027,,bridge,10114,N1,
115,2294,NaN,23.53140154,90.7133605,0,link,10115,N1,
116,23.1,C,23.5324186,90.72428072,,bridge,10116,N1,
117,556,NaN,23.53208869,90.72672937,0,link,10117,N1,
118,6,B,23.53175878,90.72917801,,bridge,10118,N1,
119,3076,NaN,23.53078192,90.74371563,0,link,10119,N1,
120,16.5,C,23.52980506,90.75825325,,bridge,10120,N1,
121,2228,NaN,23.53028529,90.76916649,0,link,10121,N1,
122,3.9,C,23.53076553,90.78007973,,bridge,10122,N1,
123,1707,NaN,23.53081693,90.78594362,0,link,10123,N1,
124,6.5,C,23.53086834,90.79180752,,bridge,10124,N1,
125,1513,NaN,23.53134591,90.80141152,0,link,10125,N1,
126,15.9,A,23.53182348,90.81101551,,bridge,10126,N1,
127,2174,NaN,23.5323989,90.82099649,0,link,10127,N1,
128,12.2,A,23.53297433,90.83097748,,bridge,10128,N1,
129,1755,NaN,23.5279455,90.83759804,0,link,10129,N1,
130,4.5,C,23.52291667,90.84421861,,bridge,10130,N1,
131,3693,NaN,23.51650221,90.85996951,0,link,10131,N1,
132,28.9,C,23.51008776,90.8757204,,bridge,10132,N1,
133,2832,NaN,23.5080451,90.88894747,0,link,10133,N1,
134,5.9,B,23.50600243,90.90217454,,bridge,10134,N1,
135,1992,NaN,23.50580779,90.91182028,0,link,10135,N1,
136,3,B,23.50561314,90.92146602,,bridge,10136,N1,
137,2268,NaN,23.50401046,90.93235396,0,link,10137,N1,
138,6,B,23.50240778,90.94324189,,bridge,10138,N1,
139,440,NaN,23.50188149,90.94531315,0,link,10139,N1,
140,3,A,23.50135519,90.94738441,,bridge,10140,N1,
141,2640,NaN,23.49862575,90.95948083,0,link,10141,N1,
142,4.6,B,23.49589631,90.97157725,,bridge,10142,N1,
143,1862,NaN,23.49458456,90.98014865,0,link,10143,N1,
144,4.5,A,23.49327281,90.98872004,,bridge,10144,N1,
145,3116,NaN,23.4900767,91.00314337,0,link,10145,N1,
146,23.1,C,23.48688059,91.01756669,,bridge,10146,N1,
147,3123,NaN,23.48433396,91.03195079,0,link,10147,N1,
148,4.6,B,23.48178732,91.04633489,,bridge,10148,N1,
149,1033,NaN,23.48176858,91.05134493,0,link,10149,N1,
150,4.6,B,23.48174983,91.05635497,,bridge,10150,N1,
151,1169,NaN,23.48118146,91.06188237,0,link,10151,N1,
152,1.5,A,23.48061309,91.06740977,,bridge,10152,N1,
153,1901,NaN,23.47914269,91.0760752,0,link,10153,N1,
154,1,C,23.47767229,91.08474064,,bridge,10154,N1,
155,2567,NaN,23.4778941,91.09588692,0,link,10155,N1,
156,3,B,23.4781159,91.10703321,,bridge,10156,N1,
157,897,NaN,23.47854375,91.1125996,0,link,10157,N1,
158,4,,23.4789716,91.118166,N102,intersection,10158,N1,
159,591,NaN,23.47918999,91.12102904,0,link,10159,N1,
160,1.4,A,23.47940839,91.12389208,,bridge,10160,N1,
161,552,NaN,23.47947666,91.12646961,0,link,10161,N1,
162,2.9,A,23.47954492,91.12904714,,bridge,10162,N1,
163,4724,NaN,23.46158944,91.13920698,0,link,10163,N1,
164,23.4,A,23.44363396,91.14936682,,bridge,10164,N1,
165,3379,NaN,23.43244137,91.15863058,0,link,10165,N1,
166,35.97,C,23.42124877,91.16789434,,bridge,10166,N1,
167,2508,NaN,23.4165906,91.18089866,0,link,10167,N1,
168,27.35,C,23.41193242,91.19390298,,bridge,10168,N1,
169,3657,NaN,23.40479212,91.20866256,0,link,10169,N1,
170,27.9,A,23.39765182,91.22342213,,bridge,10170,N1,
171,3681,NaN,23.3845083,91.23421984,0,link,10171,N1,
172,30.48,A,23.37136478,91.24501754,,bridge,10172,N1,
173,2518,NaN,23.36176423,91.25115431,0,link,10173,N1,
174,22.8,C,23.35216368,91.25729107,,bridge,10174,N1,
175,1297,NaN,23.34741757,91.26088836,0,link,10175,N1,
176,14.3,A,23.34267147,91.26448564,,bridge,10176,N1,
177,1766,NaN,23.33640885,91.26968246,0,link,10177,N1,
178,24,A,23.33014623,91.27487928,,bridge,10178,N1,
179,1606,NaN,23.32410796,91.27898301,0,link,10179,N1,
180,9.2,A,23.31806969,91.28308673,,bridge,10180,N1,
181,1164,NaN,23.31321548,91.28483272,0,link,10181,N1,
182,19.2,B,23.30836127,91.2865787,,bridge,10182,N1,
183,608,NaN,23.30589596,91.28777787,0,link,10183,N1,
184,2.6,B,23.30343065,91.28897704,,bridge,10184,N1,
185,654,NaN,23.30069909,91.28999559,0,link,10185,N1,
186,3.2,A,23.29796753,91.29101414,,bridge,10186,N1,
187,958,NaN,23.29383708,91.2919863,0,link,10187,N1,
188,13.4,A,23.28970664,91.29295847,,bridge,10188,N1,
189,960,NaN,23.28595078,91.29481199,0,link,10189,N1,
190,4.6,B,23.28219493,91.29666551,,bridge,10190,N1,
191,1248,NaN,23.27760694,91.29981585,0,link,10191,N1,
192,6.3,B,23.27301895,91.30296619,,bridge,10192,N1,
193,1335,NaN,23.26742752,91.30499396,0,link,10193,N1,
194,3,B,23.26183609,91.30702174,,bridge,10194,N1,
195,274,NaN,23.26062637,91.30719142,0,link,10195,N1,
196,3,B,23.25941665,91.3073611,,bridge,10196,N1,
197,199,NaN,23.25852981,91.30748837,0,link,10197,N1,
198,3.6,B,23.25764298,91.30761565,,bridge,10198,N1,
199,549,NaN,23.25519466,91.30800414,0,link,10199,N1,
200,4.5,B,23.25274634,91.30839264,,bridge,10200,N1,
201,1013,NaN,23.24856893,91.30989793,0,link,10201,N1,
202,2.5,B,23.24439151,91.31140323,,bridge,10202,N1,
203,182,NaN,23.24364779,91.31168859,0,link,10203,N1,
204,19.2,B,23.24290406,91.31197395,,bridge,10204,N1,
205,358,NaN,23.24134805,91.31227402,0,link,10205,N1,
206,2.6,A,23.23979203,91.31257409,,bridge,10206,N1,
207,422,NaN,23.23793399,91.31278214,0,link,10207,N1,
208,2.5,A,23.23607595,91.3129902,,bridge,10208,N1,
209,807,NaN,23.23249777,91.31320613,0,link,10209,N1,
210,3.1,B,23.22891959,91.31342207,,bridge,10210,N1,
211,334,NaN,23.22741902,91.31349589,0,link,10211,N1,
212,2.6,B,23.22591845,91.31356972,,bridge,10212,N1,
213,438,NaN,23.22397617,91.31363516,0,link,10213,N1,
214,6,A,23.2220339,91.31370059,,bridge,10214,N1,
215,1006,NaN,23.21761473,91.31452517,0,link,10215,N1,
216,14.3,B,23.21319557,91.31534974,,bridge,10216,N1,
217,933,NaN,23.2091171,91.31583323,0,link,10217,N1,
218,6.1,A,23.20503863,91.31631673,,bridge,10218,N1,
219,1036,NaN,23.20061371,91.31699362,0,link,10219,N1,
220,6.1,A,23.1961888,91.31767051,,bridge,10220,N1,
221,1078,NaN,23.19181191,91.31928782,0,link,10221,N1,
222,6.1,C,23.18743503,91.32090513,,bridge,10222,N1,
223,665,NaN,23.18461542,91.32089194,0,link,10223,N1,
224,9.5,B,23.18179581,91.32087875,,bridge,10224,N1,
225,1064,NaN,23.17721152,91.32072811,0,link,10225,N1,
226,3.1,B,23.17262723,91.32057746,,bridge,10226,N1,
227,1038,NaN,23.16807055,91.32108321,0,link,10227,N1,
228,9.5,A,23.16351387,91.32158895,,bridge,10228,N1,
229,1225,NaN,23.15812518,91.32295341,0,link,10229,N1,
230,6.3,B,23.15273649,91.32431788,,bridge,10230,N1,
231,1094,NaN,23.14820163,91.32549296,0,link,10231,N1,
232,3.5,B,23.14366677,91.32666805,,bridge,10232,N1,
233,524,NaN,23.14132804,91.32651329,0,link,10233,N1,
234,6.1,B,23.13898932,91.32635853,,bridge,10234,N1,
235,664,NaN,23.13612664,91.32695248,0,link,10235,N1,
236,3,B,23.13326397,91.32754642,,bridge,10236,N1,
237,957,NaN,23.12925016,91.32896639,0,link,10237,N1,
238,6.5,A,23.12523636,91.33038637,,bridge,10238,N1,
239,665,NaN,23.12246687,91.33160144,0,link,10239,N1,
240,4.5,B,23.11969738,91.33281651,,bridge,10240,N1,
241,502,NaN,23.11776127,91.3339555,0,link,10241,N1,
242,5.3,B,23.11582516,91.33509449,,bridge,10242,N1,
243,1076,NaN,23.1116268,91.33757201,0,link,10243,N1,
244,6.1,A,23.10742845,91.34004954,,bridge,10244,N1,
245,718,NaN,23.10459238,91.34160627,0,link,10245,N1,
246,3.1,B,23.10175632,91.343163,,bridge,10246,N1,
247,553,NaN,23.09955379,91.34432931,0,link,10247,N1,
248,9.5,B,23.09735125,91.34549563,,bridge,10248,N1,
249,548,NaN,23.09519054,91.34666323,0,link,10249,N1,
250,3.1,A,23.09302984,91.34783084,,bridge,10250,N1,
251,749,NaN,23.0900526,91.34952049,0,link,10251,N1,
252,9.25,B,23.08707537,91.35121015,,bridge,10252,N1,
253,652,NaN,23.08453316,91.35269565,0,link,10253,N1,
254,3.5,A,23.08199095,91.35418115,,bridge,10254,N1,
255,524,NaN,23.07997783,91.35539083,0,link,10255,N1,
256,14.2,B,23.0779647,91.3566005,,bridge,10256,N1,
257,957,NaN,23.07408144,91.35845135,0,link,10257,N1,
258,6.1,B,23.07019818,91.3603022,,bridge,10258,N1,
259,1097,NaN,23.06547276,91.36108233,0,link,10259,N1,
260,4,B,23.06074733,91.36186246,,bridge,10260,N1,
261,2578,NaN,23.04936007,91.36377047,0,link,10261,N1,
262,10.8,A,23.03797281,91.36567847,,bridge,10262,N1,
263,1262,NaN,23.03247646,91.36558948,0,link,10263,N1,
264,1.6,A,23.02698012,91.36550048,,bridge,10264,N1,
265,2146,NaN,23.01969248,91.37174005,0,link,10265,N1,
266,3.4,A,23.01240484,91.37797961,,bridge,10266,N1,
267,470,NaN,23.01098022,91.37967001,0,link,10267,N1,
268,4,,23.0095556,91.3813604,N104,intersection,10268,N1,
269,1887,NaN,23.00440218,91.3885678,0,link,10269,N1,
270,1.5,A,22.99924876,91.3957752,,bridge,10270,N1,
271,855,NaN,22.99698842,91.39903235,0,link,10271,N1,
272,23.4,A,22.99472808,91.40228949,,bridge,10272,N1,
273,23,NaN,22.99466085,91.4023717,0,link,10273,N1,
274,22.15,A,22.99459361,91.40245391,,bridge,10274,N1,
275,321,NaN,22.99365527,91.4036013,0,link,10275,N1,
276,1.9,A,22.99271694,91.4047487,,bridge,10276,N1,
277,5348,NaN,22.97708284,91.42387245,0,link,10277,N1,
278,98.87,C,22.96144874,91.4429962,,bridge,10278,N1,
279,4188,NaN,22.9550263,91.46124779,0,link,10279,N1,
280,1.5,A,22.94860387,91.47949938,,bridge,10280,N1,
281,2348,NaN,22.94910824,91.49078314,0,link,10281,N1,
282,191.5,B,22.94961261,91.5020669,,bridge,10282,N1,
283,4804,NaN,22.93228866,91.51417822,0,link,10283,N1,
284,222.43,A,22.91496471,91.52628954,,bridge,10284,N1,
285,642,NaN,22.9123388,91.52760902,0,link,10285,N1,
286,6.1,A,22.90971289,91.5289285,,bridge,10286,N1,
287,654,NaN,22.90697959,91.53027914,0,link,10287,N1,
288,3,A,22.9042463,91.53162978,,bridge,10288,N1,
289,1484,NaN,22.89794245,91.53355084,0,link,10289,N1,
290,3,A,22.8916386,91.5354719,,bridge,10290,N1,
291,1970,NaN,22.88316865,91.53817778,0,link,10291,N1,
292,4.3,A,22.87469869,91.54088366,,bridge,10292,N1,
293,241,NaN,22.87371036,91.54123977,0,link,10293,N1,
294,2,A,22.87272203,91.54159588,,bridge,10294,N1,
295,551,NaN,22.8703892,91.54244611,0,link,10295,N1,
296,1.5,A,22.86805637,91.54329633,,bridge,10296,N1,
297,829,NaN,22.86452203,91.54422575,0,link,10297,N1,
298,4.3,A,22.86098769,91.54515517,,bridge,10298,N1,
299,174,NaN,22.86023624,91.54531759,0,link,10299,N1,
300,2,A,22.85948479,91.54548,,bridge,10300,N1,
301,394,NaN,22.85777068,91.54559943,0,link,10301,N1,
302,1.5,A,22.85605657,91.54571887,,bridge,10302,N1,
303,108,NaN,22.85560205,91.54577053,0,link,10303,N1,
304,1.5,A,22.85514753,91.54582218,,bridge,10304,N1,
305,739,NaN,22.8518824,91.5460964,0,link,10305,N1,
306,8.5,A,22.84861728,91.54637061,,bridge,10306,N1,
307,381,NaN,22.84700438,91.54691977,0,link,10307,N1,
308,3,A,22.84539149,91.54746892,,bridge,10308,N1,
309,235,NaN,22.84442331,91.54780924,0,link,10309,N1,
310,1.5,A,22.84345514,91.54814956,,bridge,10310,N1,
311,274,NaN,22.84227474,91.54847963,0,link,10311,N1,
312,3,A,22.84109433,91.5488097,,bridge,10312,N1,
313,945,NaN,22.83692055,91.5494566,0,link,10313,N1,
314,3,A,22.83274677,91.5501035,,bridge,10314,N1,
315,209,NaN,22.83185406,91.55030318,0,link,10315,N1,
316,4.5,A,22.83096134,91.55050285,,bridge,10316,N1,
317,772,NaN,22.827666,91.5515972,0,link,10317,N1,
318,12.4,C,22.82437066,91.55269155,,bridge,10318,N1,
319,1462,NaN,22.81796705,91.55447388,0,link,10319,N1,
320,9.5,B,22.81156344,91.55625621,,bridge,10320,N1,
321,2116,NaN,22.80287239,91.55960874,0,link,10321,N1,
322,4.5,A,22.79418135,91.56296126,,bridge,10322,N1,
323,1487,NaN,22.78818912,91.56603191,0,link,10323,N1,
324,23.2,B,22.78219689,91.56910257,,bridge,10324,N1,
325,975,NaN,22.77819699,91.57098816,0,link,10325,N1,
326,6,A,22.77419709,91.57287375,,bridge,10326,N1,
327,493,NaN,22.77222438,91.57398214,0,link,10327,N1,
328,9.7,A,22.77025167,91.57509052,,bridge,10328,N1,
329,978,NaN,22.76665718,91.5777722,0,link,10329,N1,
330,4,A,22.76306269,91.58045388,,bridge,10330,N1,
331,1358,NaN,22.75831401,91.58452715,0,link,10331,N1,
332,12.9,A,22.75356532,91.58860042,,bridge,10332,N1,
333,404,NaN,22.75210234,91.58974223,0,link,10333,N1,
334,3,A,22.75063935,91.59088404,,bridge,10334,N1,
335,784,NaN,22.7475765,91.59264196,0,link,10335,N1,
336,8.1,B,22.74451365,91.59439989,,bridge,10336,N1,
337,2508,NaN,22.7339152,91.59841652,0,link,10337,N1,
338,3,A,22.72331676,91.60243314,,bridge,10338,N1,
339,708,NaN,22.72057057,91.60409774,0,link,10339,N1,
340,3,A,22.71782439,91.60576233,,bridge,10340,N1,
341,72,NaN,22.71754756,91.60593541,0,link,10341,N1,
342,3,A,22.71727073,91.60610848,,bridge,10342,N1,
343,450,NaN,22.71557174,91.60717185,0,link,10343,N1,
344,19.2,C,22.71387274,91.60823522,,bridge,10344,N1,
345,1527,NaN,22.70784462,91.61160434,0,link,10345,N1,
346,19.2,A,22.7018165,91.61497346,,bridge,10346,N1,
347,1301,NaN,22.69653411,91.61757126,0,link,10347,N1,
348,4.2,A,22.69125171,91.62016906,,bridge,10348,N1,
349,542,NaN,22.68906074,91.62110382,0,link,10349,N1,
350,3.2,A,22.68686976,91.62203858,,bridge,10350,N1,
351,1199,NaN,22.68192353,91.62442776,0,link,10351,N1,
352,6,A,22.6769773,91.62681695,,bridge,10352,N1,
353,849,NaN,22.67346837,91.62808506,0,link,10353,N1,
354,3,A,22.66995944,91.62935317,,bridge,10354,N1,
355,503,NaN,22.66787167,91.63024126,0,link,10355,N1,
356,3,A,22.6657839,91.63112936,,bridge,10356,N1,
357,537,NaN,22.66368979,91.63232755,0,link,10357,N1,
358,3,A,22.66159568,91.63352574,,bridge,10358,N1,
359,887,NaN,22.65815406,91.63572596,0,link,10359,N1,
360,3.1,A,22.65471243,91.63792618,,bridge,10360,N1,
361,465,NaN,22.65289169,91.63898015,0,link,10361,N1,
362,4.6,A,22.65107095,91.64003412,,bridge,10362,N1,
363,456,NaN,22.64926353,91.64097562,0,link,10363,N1,
364,12.4,A,22.64745611,91.64191712,,bridge,10364,N1,
365,1433,NaN,22.64177635,91.64506318,0,link,10365,N1,
366,3,A,22.63609659,91.64820924,,bridge,10366,N1,
367,223,NaN,22.63521258,91.64870848,0,link,10367,N1,
368,3,A,22.63432857,91.64920773,,bridge,10368,N1,
369,775,NaN,22.6312476,91.65098278,0,link,10369,N1,
370,3,A,22.62816664,91.65275783,,bridge,10370,N1,
371,298,NaN,22.62699949,91.65347179,0,link,10371,N1,
372,6.1,B,22.62583234,91.65418576,,bridge,10372,N1,
373,343,NaN,22.62443925,91.6548265,0,link,10373,N1,
374,3,A,22.62304617,91.65546725,,bridge,10374,N1,
375,602,NaN,22.62040126,91.6567631,0,link,10375,N1,
376,3,A,22.61775635,91.65805894,,bridge,10376,N1,
377,479,NaN,22.61637316,91.659163,0,link,10377,N1,
378,4.6,A,22.61498997,91.66026705,,bridge,10378,N1,
379,436,NaN,22.61337282,91.66141786,0,link,10379,N1,
380,3,A,22.61175567,91.66256867,,bridge,10380,N1,
381,1022,NaN,22.60779756,91.66497162,0,link,10381,N1,
382,2.95,A,22.60383944,91.66737456,,bridge,10382,N1,
383,194,NaN,22.60309507,91.66785565,0,link,10383,N1,
384,4.5,B,22.60235069,91.66833673,,bridge,10384,N1,
385,691,NaN,22.59975864,91.67007797,0,link,10385,N1,
386,9.3,B,22.59716658,91.67181921,,bridge,10386,N1,
387,423,NaN,22.59552738,91.67285407,0,link,10387,N1,
388,4.5,A,22.59388818,91.67388894,,bridge,10388,N1,
389,850,NaN,22.5904616,91.6754667,0,link,10389,N1,
390,22.25,C,22.58703502,91.67704447,,bridge,10390,N1,
391,685,NaN,22.58427185,91.67829176,0,link,10391,N1,
392,2.5,A,22.58150867,91.67953904,,bridge,10392,N1,
393,566,NaN,22.57915085,91.68058089,0,link,10393,N1,
394,10.2,A,22.57679302,91.68162274,,bridge,10394,N1,
395,774,NaN,22.57354181,91.6828162,0,link,10395,N1,
396,3,A,22.57029059,91.68400967,,bridge,10396,N1,
397,273,NaN,22.5691437,91.68434816,0,link,10397,N1,
398,8.2,A,22.56799681,91.68468666,,bridge,10398,N1,
399,187,NaN,22.56720905,91.68493466,0,link,10399,N1,
400,4.5,A,22.56642129,91.68518266,,bridge,10400,N1,
401,924,NaN,22.56247119,91.68634445,0,link,10401,N1,
402,4.1,A,22.55852109,91.68750624,,bridge,10402,N1,
403,490,NaN,22.55642653,91.68815128,0,link,10403,N1,
404,21.6,B,22.55433198,91.68879631,,bridge,10404,N1,
405,962,NaN,22.55055235,91.69071119,0,link,10405,N1,
406,3,A,22.54677272,91.69262606,,bridge,10406,N1,
407,300,NaN,22.54563125,91.69337857,0,link,10407,N1,
408,5.2,A,22.54448978,91.69413108,,bridge,10408,N1,
409,657,NaN,22.5417599,91.69533818,0,link,10409,N1,
410,8.2,A,22.53903002,91.69654527,,bridge,10410,N1,
411,1050,NaN,22.53469891,91.6985047,0,link,10411,N1,
412,3,A,22.5303678,91.70046412,,bridge,10412,N1,
413,903,NaN,22.52665186,91.70215037,0,link,10413,N1,
414,16.3,B,22.52293592,91.70383662,,bridge,10414,N1,
415,1421,NaN,22.51714152,91.7063137,0,link,10415,N1,
416,41.11,A,22.51134712,91.70879079,,bridge,10416,N1,
417,660,NaN,22.50868458,91.71003781,0,link,10417,N1,
418,4.5,A,22.50602204,91.71128482,,bridge,10418,N1,
419,729,NaN,22.50305394,91.71271766,0,link,10419,N1,
420,17.6,A,22.50008583,91.71415049,,bridge,10420,N1,
421,1181,NaN,22.49526322,91.71621158,0,link,10421,N1,
422,3,B,22.4904406,91.71827267,,bridge,10422,N1,
423,565,NaN,22.4879943,91.71890181,0,link,10423,N1,
424,4.5,A,22.48554801,91.71953095,,bridge,10424,N1,
425,499,NaN,22.48335611,91.71994716,0,link,10425,N1,
426,23.2,B,22.48116421,91.72036336,,bridge,10426,N1,
427,986,NaN,22.47700865,91.72181336,0,link,10427,N1,
428,6,A,22.47285309,91.72326335,,bridge,10428,N1,
429,1298,NaN,22.46764586,91.72589703,0,link,10429,N1,
430,23.2,B,22.46243864,91.7285307,,bridge,10430,N1,
431,1632,NaN,22.45565074,91.73140654,0,link,10431,N1,
432,3,A,22.44886285,91.73428239,,bridge,10432,N1,
433,330,NaN,22.44747109,91.73482491,0,link,10433,N1,
434,26.3,C,22.44607933,91.73536743,,bridge,10434,N1,
435,1056,NaN,22.44179143,91.73701669,0,link,10435,N1,
436,3,A,22.43750352,91.73866595,,bridge,10436,N1,
437,310,NaN,22.43628866,91.73915933,0,link,10437,N1,
438,40,A,22.43507379,91.73965272,,bridge,10438,N1,
439,1649,NaN,22.42855767,91.74383685,0,link,10439,N1,
440,35.1,B,22.42204155,91.74802098,,bridge,10440,N1,
441,2327,NaN,22.41252805,91.75229755,0,link,10441,N1,
442,5,A,22.40301454,91.75657412,,bridge,10442,N1,
443,768,NaN,22.39967721,91.75741464,0,link,10443,N1,
